PERIOD_DATE,PRODUNIT_ID,QTY
1/15/2021 0:00,KIT_ORDERS_SHIPPED_TD, -   
1/15/2021 0:00,STDKIT_LINES_RECEIVED,533
1/15/2021 0:00,STDKIT_LINES_ASSEMBLED,"4,670"
1/15/2021 0:00,PICK-BIN,"1,725"
1/15/2021 0:00,PICK-VLM,295
1/15/2021 0:00,PICK-BULK,418
1/15/2021 0:00,PICK-PALLET,779
1/15/2021 0:00,CYCLE_COUNTS,89
1/15/2021 0:00,ORDERS_SHIPPED,"1,050"
1/16/2021 0:00,PICK-BULK,331
1/16/2021 0:00,PICK-VLM,81
1/16/2021 0:00,ORDERS_RELEASED,746
1/16/2021 0:00,LINES_RECEIVED-NOSPLITS,436
1/16/2021 0:00,ORDERS_SHIPPED,55
1/16/2021 0:00,ORDERS_SHIPPED-NONKIT,16
1/16/2021 0:00,ORDERS_SHIPPED-KIT,39
1/16/2021 0:00,LINES_SHIPPED,165
1/16/2021 0:00,PUTAWAY,201
1/16/2021 0:00,ORDERS_DELIVERED-1121,33
1/16/2021 0:00,ORDERS_DELIVERED-1117,5
1/16/2021 0:00,ORDERS_DELIVERED-1118,2
1/16/2021 0:00,KIT_ORDERS_STAGED,639
1/16/2021 0:00,KIT_ORDERS_SHIPPED_TD, -   
1/16/2021 0:00,STDKIT_LINES_RECEIVED,338
1/16/2021 0:00,STDKIT_LINES_ASSEMBLED,"2,454"
1/16/2021 0:00,PICK-BIN,"1,003"
1/16/2021 0:00,PICK-PALLET,499
1/17/2021 0:00,LINES_RECEIVED-NOSPLITS,37
1/17/2021 0:00,ORDERS_RELEASED,467
1/17/2021 0:00,ORDERS_SHIPPED-NONKIT,34
1/17/2021 0:00,ORDERS_SHIPPED-KIT,248
1/17/2021 0:00,LINES_SHIPPED,939
1/17/2021 0:00,PUTAWAY,222
1/17/2021 0:00,ORDERS_DELIVERED-1121,38
1/17/2021 0:00,ORDERS_DELIVERED-1117,78
1/17/2021 0:00,ORDERS_DELIVERED-1119,26
1/17/2021 0:00,KIT_ORDERS_STAGED,236
1/17/2021 0:00,KIT_ORDERS_SHIPPED_TD, -   
1/17/2021 0:00,STDKIT_LINES_RECEIVED,20
1/17/2021 0:00,STDKIT_LINES_ASSEMBLED,121
1/17/2021 0:00,PICK-BIN,770
1/17/2021 0:00,PICK-VLM,13
1/17/2021 0:00,PICK-BULK,156
1/17/2021 0:00,PICK-PALLET,412
1/17/2021 0:00,ORDERS_SHIPPED,282
1/18/2021 0:00,ORDERS_DELIVERED-1121,90
1/18/2021 0:00,ORDERS_DELIVERED-1119,180
1/18/2021 0:00,KIT_ORDERS_STAGED,"1,070"
1/18/2021 0:00,KIT_ORDERS_SHIPPED_TD,131
1/18/2021 0:00,STDKIT_LINES_RECEIVED,603
1/18/2021 0:00,STDKIT_LINES_ASSEMBLED,"5,279"
1/18/2021 0:00,PICK-BIN,"1,620"
1/18/2021 0:00,PICK-VLM,142
1/18/2021 0:00,PICK-BULK,488
1/18/2021 0:00,PICK-PALLET,796
1/18/2021 0:00,CYCLE_COUNTS,84
1/18/2021 0:00,ORDERS_RELEASED,"1,098"
1/18/2021 0:00,LINES_RECEIVED-NOSPLITS,"2,127"
1/18/2021 0:00,ORDERS_SHIPPED,"1,185"
1/18/2021 0:00,ORDERS_SHIPPED-KIT,"1,131"
1/18/2021 0:00,ORDERS_SHIPPED-NONKIT,54
1/18/2021 0:00,LINES_SHIPPED,"3,317"
1/18/2021 0:00,NCIS_CREATED,37
1/18/2021 0:00,PUTAWAY,"2,002"
1/18/2021 0:00,ORDERS_DELIVERED-1117,644
1/18/2021 0:00,ORDERS_DELIVERED-1118,366
1/19/2021 0:00,ORDERS_DELIVERED-1117,342
1/19/2021 0:00,ORDERS_DELIVERED-1118,483
1/19/2021 0:00,KIT_ORDERS_SHIPPED_TD,290
1/19/2021 0:00,STDKIT_LINES_RECEIVED,804
1/19/2021 0:00,STDKIT_LINES_ASSEMBLED,"6,215"
1/19/2021 0:00,PICK-BIN,"1,435"
1/19/2021 0:00,PICK-VLM,122
1/19/2021 0:00,PICK-BULK,500
1/19/2021 0:00,PICK-PALLET,704
1/19/2021 0:00,CYCLE_COUNTS,65
1/19/2021 0:00,ORDERS_RELEASED,"1,168"
1/19/2021 0:00,LINES_RECEIVED-NOSPLITS,"2,353"
1/19/2021 0:00,ORDERS_SHIPPED,"1,340"
1/19/2021 0:00,ORDERS_SHIPPED-KIT,"1,290"
1/19/2021 0:00,ORDERS_SHIPPED-NONKIT,50
1/19/2021 0:00,LINES_SHIPPED,"3,836"
1/19/2021 0:00,NCIS_CREATED,70
1/19/2021 0:00,PUTAWAY,"2,281"
1/19/2021 0:00,ORDERS_DELIVERED-1119,353
1/19/2021 0:00,ORDERS_DELIVERED-1121,79
1/19/2021 0:00,KIT_ORDERS_STAGED,"1,226"
1/20/2021 0:00,LINES_RECEIVED-NOSPLITS,"1,722"
1/20/2021 0:00,ORDERS_RELEASED,"1,234"
1/20/2021 0:00,ORDERS_SHIPPED-KIT,"1,272"
1/20/2021 0:00,ORDERS_SHIPPED-NONKIT,46
1/20/2021 0:00,LINES_SHIPPED,"3,273"
1/20/2021 0:00,NCIS_CREATED,40
1/20/2021 0:00,PUTAWAY,"1,626"
1/20/2021 0:00,ORDERS_DELIVERED-1118,182
1/20/2021 0:00,ORDERS_DELIVERED-1119,369
1/20/2021 0:00,ORDERS_DELIVERED-1117,621
1/20/2021 0:00,ORDERS_DELIVERED-1121,93
1/20/2021 0:00,KIT_ORDERS_STAGED,973
1/20/2021 0:00,KIT_ORDERS_SHIPPED_TD,272
1/20/2021 0:00,STDKIT_LINES_RECEIVED,555
1/20/2021 0:00,STDKIT_LINES_ASSEMBLED,"5,072"
1/20/2021 0:00,PICK-BIN,"1,615"
1/20/2021 0:00,PICK-VLM,213
1/20/2021 0:00,PICK-BULK,338
1/20/2021 0:00,PICK-PALLET,600
1/20/2021 0:00,CYCLE_COUNTS,61
1/20/2021 0:00,ORDERS_SHIPPED,"1,318"
1/21/2021 0:00,NCIS_CREATED,27
1/21/2021 0:00,LINES_SHIPPED,"3,336"
1/21/2021 0:00,ORDERS_DELIVERED-1119,383
1/21/2021 0:00,ORDERS_DELIVERED-1118,228
1/21/2021 0:00,ORDERS_DELIVERED-1117,439
1/21/2021 0:00,ORDERS_DELIVERED-1121,90
1/21/2021 0:00,KIT_ORDERS_STAGED,925
