PERIOD_DATE,PRODUNIT_ID,QTY
2/5/2021 0:00,ID5,"1,774"
2/5/2021 0:00,ID13,"1,371"
2/5/2021 0:00,ID15,47
2/5/2021 0:00,ID14,"1,324"
2/5/2021 0:00,ID6,"3,878"
2/5/2021 0:00,ID7,35
2/5/2021 0:00,ID19,"2,446"
2/5/2021 0:00,ID11,82
2/5/2021 0:00,ID10,489
2/5/2021 0:00,ID4,"1,117"
2/6/2021 0:00,ID5,110
2/6/2021 0:00,ID12,"1,079"
2/6/2021 0:00,ID14,71
2/6/2021 0:00,ID15,7
2/6/2021 0:00,ID6,255
2/6/2021 0:00,ID7,30
2/6/2021 0:00,ID19,168
2/6/2021 0:00,ID9,11
2/6/2021 0:00,ID11,43
2/6/2021 0:00,ID10,38
2/6/2021 0:00,ID8,56
2/6/2021 0:00,ID4,547
2/6/2021 0:00,ID3,-
2/6/2021 0:00,ID21,66
2/6/2021 0:00,ID20,338
2/6/2021 0:00,ID16,"1,402"
2/6/2021 0:00,ID18,54
2/6/2021 0:00,ID1,402
2/6/2021 0:00,ID17,552
2/6/2021 0:00,ID2,130
2/6/2021 0:00,ID13,78
2/7/2021 0:00,ID5,44
2/7/2021 0:00,ID12,707
2/7/2021 0:00,ID14,1
2/7/2021 0:00,ID6,2
2/7/2021 0:00,ID7,3
2/7/2021 0:00,ID19,100
2/7/2021 0:00,ID8,9
2/7/2021 0:00,ID11,1
2/7/2021 0:00,ID4,278
2/7/2021 0:00,ID3,-
2/7/2021 0:00,ID21,10
2/7/2021 0:00,ID20,172
2/7/2021 0:00,ID16,393
2/7/2021 0:00,ID1,64
2/7/2021 0:00,ID17,173
2/7/2021 0:00,ID13,1
2/8/2021 0:00,ID5,"1,907"
2/8/2021 0:00,ID12,"1,361"
2/8/2021 0:00,ID15,39
2/8/2021 0:00,ID14,"1,102"
2/8/2021 0:00,ID6,"2,918"
2/8/2021 0:00,ID7,28
2/8/2021 0:00,ID19,"2,172"
2/8/2021 0:00,ID10,139
2/8/2021 0:00,ID9,317
2/8/2021 0:00,ID8,478
2/8/2021 0:00,ID11,115
2/8/2021 0:00,ID4,"1,059"
2/8/2021 0:00,ID3,102
2/8/2021 0:00,ID21,615
2/8/2021 0:00,ID20,"5,853"
